Brand,CPU,CPU_BRAND,RAM(GB),RAM_TYPE,GPU,SSD(GB),HDD(GB),USD,,Summary Statistics,
MSI,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 2050,512,0,779.88,,,
Lenovo,Intel Core 5 (Series 1),Intel,16,DDR5,Integrated,512,0,779.88,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,DDR5,GeForce RTX 3050,512,0,779.88,,,
HP,Intel Core 5 (Series 1),Intel,8,DDR4,NA,512,0,779.88,,,
HP,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Radeon,512,0,779.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,779.88,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce GTX 1650,512,0,779.88,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Geforce GTX 1650,512,0,779.88,,,
Acer,Intel Core i5 (8th Gen),Intel,8,DDR4,GeForce MX150,128,1024,779.88,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,DDR4,UHD,512,0,779.88,,,
ASUS,Intel Core i5 (11th Gen),Intel,8,DDR4,Geforce MX330,512,0,779.88,,,
ASUS,Intel Core i5 (8th Gen),Intel,8,DDR4,UHD 620,256,1024,779.88,,,
ASUS,Intel Core i5 (8th Gen),Intel,8,DDR4,UHD 620,256,1024,779.88,,,
ASUS,Intel Core i5 (8th Gen),Intel,8,DDR4,UHD 620,256,1024,779.88,,,
Samsung,Intel Core i5 (13th Gen),Intel,8,LPDDR4X,Iris Xe,512,0,779.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,8,DDR5,GeForce RTX 3050,512,0,779.88,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,DDR5,GeForce RTX 3050,512,0,779.88,,,
HP,Intel Core i5 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,779.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 2050,512,0,779.88,,,
MSI,Intel Core i7 (13th Gen),Intel,8,DDR4,Iris Xe,512,0,779.88,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce GTX 1650,512,0,779.88,,,
ASUS,Intel Core i5 (11th Gen),Intel,8,DDR4,Iris Xe,256,1024,779.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 2050,512,0,779.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 2050,512,0,779.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3050,1024,0,779.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR4,UHD,512,0,779.88,,,
HP,Intel Core i5 (11th Gen),Intel,8,DDR4,Iris Xe,1024,0,779.88,,,
ASUS,Intel Core i5 (8th Gen),Intel,8,DDR4,UHD 620,256,1024,779.88,,,
LG,Intel Core i5 (10th Gen),Intel,8,DDR4,Iris Plus,256,0,779.88,,,
Infinix,Intel Core i5 (12th Gen),Intel,16,LPDDR5X,GeForce RTX 3050,512,0,779.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,LPDDR5,GeForce RTX 3050,512,0,779.88,,,
Dell,Intel Core i5 (12th Gen),Intel,8,DDR4,Integrated,512,0,779.88,,,
Dell,Intel Core i3 (13th Gen),Intel,8,LPDDR5,Iris Xe,1024,0,779.99,,,
Acer,Intel Core i5 (7th Gen),Intel,8,DDR4,Geforce GTX 1050,128,1024,779.99,,,
Lenovo,Intel Core i5 (11th Gen),Intel,16,LPDDR4X,Iris Xe,512,0,779.99,,,
Lenovo,Intel Core i5 (10th Gen),Intel,8,DDR4,Iris Pro,256,1024,780,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,Iris Xe,512,0,781.08,,,
Acer,Intel Core i5 (10th Gen),Intel,8,DDR4,Geforce GTX 1650 Ti,256,1024,782.28,,,
Lenovo,Intel Core i7 (7th Gen),Intel,8,DDR4,GeForce 920M,0,1024,782.54,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce MX250,256,1024,783.44,,,
Lenovo,Intel Core i5 (12th Gen),Intel,24,DDR5,GeForce RTX 2050,512,0,785.06,,,
Acer,AMD Hexa-Core Ryzen 5,AMD,8,DDR5,GeForce RTX 3050,512,0,785.88,,,
Acer,AMD Hexa-Core Ryzen 5,AMD,8,DDR5,GeForce RTX 3050,512,0,785.88,,,
Dell,Intel Core i5 (11th Gen),Intel,8,DDR4,GeForce MX350,256,1024,786,,,
HP,Intel Core i5 (13th Gen),Intel,16,DDR4,Iris Xe,512,0,786,,,
HP,Intel Core i5 (11th Gen),Intel,16,DDR4,GeForce MX450,512,0,786,,,
HP,AMD Octa-Core Ryzen 7,AMD,8,DDR4,GeForce GTX 1650,512,0,786.46,,,
Lenovo,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,786.56,,,
ASUS,Intel Core i5 (13th Gen),Intel,16,DDR4,Iris Xe,512,0,788.16,,,
HP,Intel Core i5 (11th Gen),Intel,16,DDR4,GeForce MX450,512,0,790.68,,,
HP,Intel Core i5 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,790.68,,,
HP,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,GeForce MX450,512,0,790.79,,,
Lenovo,Intel Core i5 (13th Gen),Intel,16,LPDDR5,UHD,512,0,791.87,,,
HP,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,791.88,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,GeForce RTX 3050,512,0,791.88,,,
MSI,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 4060,256,1024,791.88,,,
Lenovo,Intel Core i5 (12th Gen),Intel,8,DDR4,UHD,512,0,791.88,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,Iris Xe,1024,0,791.88,,,
Gigabyte,Intel Core i5 (12th Gen),Intel,8,DDR4,GeForce RTX 4050,512,0,791.88,,,
ASUS,Intel Core i7 (10th Gen),Intel,8,DDR4,GeForce GTX 1650,512,0,791.88,,,
HP,AMD Hexa-Core Ryzen 5,AMD,8,DDR5,GeForce RTX 2050,512,0,791.88,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,GeForce RTX 3050,512,0,791.88,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,GeForce RTX 3050,1024,0,791.88,,,
Gigabyte,Intel Core i5 (12th Gen),Intel,8,DDR4,GeForce RTX 4050,512,0,791.88,,,
ASUS,Intel Core i7 (8th Gen),Intel,8,DDR4,GeForce MX250,512,0,791.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,8,DDR4,GeForce RTX 3050,512,0,791.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce GTX 1650,512,0,791.88,,,
MSI,Intel Core i7 (11th Gen),Intel,8,DDR4,GeForce RTX 3050,512,0,791.88,,,
HP,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce MX130,256,1024,791.88,,,
HP,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,Radeon,512,0,791.88,,,
ASUS,Intel Core i7 (8th Gen),Intel,8,DDR4,Geforce MX250,512,0,791.88,,,
Dell,Intel Core i5 (8th Gen),Intel,8,DDR4,Radeon 530,0,2048,791.88,,,
MSI,Intel Core i7 (10th Gen),Intel,8,DDR4,GeForce GTX 1650 Max Q,256,1024,791.99,,,
Lenovo,Intel Core i5 (12th Gen),Intel,8,DDR4,UHD,512,0,791.99,,,
HP,Intel Core i5 (11th Gen),Intel,16,DDR4,GeForce MX450,512,0,791.99,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,Iris Xe,512,0,792,,,
Dell,Intel Core i5 (12th Gen),Intel,8,DDR4,GeForce MX550,512,0,792,,,
Lenovo,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,512,0,792,,,
Lenovo,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD 620,512,0,792,,,
MSI,Intel Core i7 (10th Gen),Intel,16,DDR4,Geforce MX330,512,0,792.56,,,
Dell,AMD Hexa-Core Ryzen 5,AMD,8,DDR5,GeForce RTX 3050,512,0,794.58,,,
Dell,Intel Core i5 (11th Gen),Intel,8,DDR4,GeForce MX350,256,1024,795.06,,,
HP,Intel Core i5 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,795.36,,,
Acer,Intel Core i7 (7th Gen),Intel,8,DDR4,GeForce GTX 1050,0,1024,796.16,,,
Dell,Intel Core i5 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,796.68,,,
HP,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,797.88,,,
Dell,Intel Core i5 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,797.99,,,
HP,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,Radeon,512,0,799.15,,,
HP,Intel Core i5 (12th Gen),Intel,8,DDR4,GeForce RTX 3050,512,0,799.43,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,GeForce RTX 3050,1024,0,802.68,,,
Dell,Intel Core i5 (11th Gen),Intel,8,DDR4,GeForce MX 350,512,0,802.68,,,
Acer,AMD Octa-Core Ryzen 7,AMD,8,DDR4,Geforce GTX 1650,256,1024,802.68,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,Geforce GTX 1660 Ti,256,1024,803.6,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,GeForce RTX 3050,512,0,803.88,,,
Lenovo,Intel Core i5 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,803.88,,,
Infinix,Intel Core i7 (13th Gen),Intel,32,LPDDR5X,Iris Xe,1024,0,803.88,,,
Dell,Intel Core i5 (8th Gen),Intel,8,DDR4,UHD 620,256,0,803.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 2050,512,0,803.88,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Radeon,1024,0,803.88,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3050,512,0,803.88,,,
ASUS,AMD Quad-Core Ryzen 7,AMD,8,DDR4,Geforce GTX 1650,512,1024,803.88,,,
HP,Intel Core i5 (1st Gen),Intel,8,DDR4,GeForce,256,1024,803.88,,,
Acer,Intel Core i5 (8th Gen),Intel,8,DDR4,GeForce MX150,128,1024,803.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,8,DDR4,GeForce RTX 2050,512,0,803.88,,,
Lenovo,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,803.88,,,
Acer,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce GTX 1650,256,1024,803.88,,,
MSI,Intel Core i5 (11th Gen),Intel,8,DDR4,UHD,512,0,803.88,,,
ASUS,Intel Core i7 (8th Gen),Intel,8,DDR4,GeForce MX150,0,1024,803.88,,,
Lenovo,Intel Core i5 (8th Gen),Intel,8,DDR4,Geforce GT 940MX,0,1024,803.88,,,
HP,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,803.99,,,
HP,Intel Core i5 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,803.99,,,
Lenovo,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce RTX 3050,512,0,804,,,
HP,Intel Core i5 (10th Gen),Intel,8,DDR4,Geforce GTX 1650,512,0,804,,,
ASUS,AMD Quad-Core Ryzen 7,AMD,8,DDR4,GeForce GTX 1650,512,0,808.68,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce GTX 1650,0,1024,808.79,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce GTX 1650,512,0,809.88,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,DDR5,RTX 3050,512,0,810,,,
MSI,Intel Core i5 (12th Gen),Intel,8,DDR5,GeForce RTX 3050,512,0,811.8,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,Iris Xe,256,1024,812.99,,,
Dell,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce MX570,512,0,814.22,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3050,512,0,815.88,,,
MSI,Intel Core i7 (7th Gen),Intel,8,DDR4,GeForce GTX 1050,0,1024,815.88,,,
Lenovo,Intel Core i5 (12th Gen),Intel,8,DDR4,UHD,512,0,815.88,,,
Samsung,Intel Core i5 (13th Gen),Intel,8,LPDDR4X,Iris Xe,512,0,815.88,,,
Acer,Intel Core i7 (8th Gen),Intel,8,DDR4,GeForce GTX 1050Ti,16,1024,815.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,815.88,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,LPDDR4X,Radeon,512,0,815.88,,,
Dell,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,1024,815.88,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,DDR4,Geforce MX110,512,0,815.88,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR4,Radeon,512,0,815.99,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,815.99,,,
Lenovo,Intel Core i5 (12th Gen),Intel,8,DDR4,UHD,512,0,815.99,,,
Lenovo,Intel Core i5 (10th Gen),Intel,8,DDR4,UHD,512,0,815.99,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce GTX 1650 Ti,512,0,816,,,
ASUS,Intel Core i5 (10th Gen),Intel,16,DDR4,GeForce GTX 1650,512,0,816,,,
ASUS,Intel Core i7 (6th Gen),Intel,8,DDR4,GeForce GTX 960M,0,1024,816,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,DDR4,Geforce GTX 1650 Ti,512,0,816.85,,,
HP,Intel Core i5 (11th Gen),Intel,8,DDR4,GeForce GTX 1650,256,1024,818.4,,,
HP,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce GTX 1650,512,0,818.54,,,
Dell,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce MX230,256,1024,821.14,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,821.87,,,
Dell,Intel Core i5 (10th Gen),Intel,16,DDR4,GeForce GTX 1650,512,0,821.99,,,
ASUS,Intel Core i5 (11th Gen),Intel,8,LPDDR4X,Iris Xe,512,0,822,,,
HP,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,823.2,,,
Dell,Intel Core i5 (8th Gen),Intel,8,DDR4,Radeon 530,0,2048,826.24,,,
Lenovo,Intel Core i5 (12th Gen),Intel,16,DDR5,GeForce RTX 3050,512,0,826.68,,,
Acer,Intel Core i5 (11th Gen),Intel,16,LPDDR4X,GeForce RTX 3050,512,0,826.79,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,826.8,,,
Acer,Intel Core i5 (12th Gen),Intel,8,DDR4,Geforce RTX 3050,512,0,827.88,,,
HP,Intel Core i5 (13th Gen),Intel,16,DDR4,Iris Xe,512,0,827.88,,,
Samsung,Intel Core 5 (Series 1),Intel,8,LPDDR4X,Iris Xe,512,0,827.88,,,
Lenovo,Intel Core i5 (13th Gen),Intel,16,LPDDR5,UHD,512,0,827.88,,,
Fujitsu,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,827.88,,,
Dell,Intel Core i5 (12th Gen),Intel,8,DDR4,Integrated,512,0,827.88,,,
Acer,Intel Core i5 (8th Gen),Intel,8,DDR4,GeForce GTX 1050,16,1024,827.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,8,DDR4,GeForce GTX 1650,512,0,827.88,,,
Lenovo,Intel Core i5 (11th Gen),Intel,16,DDR4,GeForce RTX 3050,256,1024,827.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,8,DDR4,GeForce GTX 1650,512,0,827.88,,,
Acer,Intel Core i5 (10th Gen),Intel,8,DDR4,UHD,512,0,827.88,,,
ASUS,Intel Core i7 (10th Gen),Intel,8,DDR4,GeForce MX250,512,0,827.88,,,
MSI,Intel Core i7 (13th Gen),Intel,16,DDR4,Iris Xe,1024,0,827.88,,,
HP,Intel Core i5 (13th Gen),Intel,16,DDR4,UHD,512,0,827.88,,,
HP,Intel Core Ultra 5,Intel,8,DDR5,Integrated,512,0,827.88,,,
Colorful,Intel Core i5 (12th Gen),Intel,16,DDR5,GeForce RTX 4050,512,0,827.88,,,
Samsung,Intel Core 5 (Series 1),Intel,8,LPDDR4X,NA,512,0,827.88,,,
Lenovo,Intel Core i5 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,827.88,,,
HP,Intel Core i5 (10th Gen),Intel,8,DDR4,UHD,512,0,827.88,,,
HP,Intel Core i5 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,827.88,,,
ASUS,Intel Core i5 (11th Gen),Intel,16,DDR4,UHD,256,1024,827.88,,,
HP,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,Radeon,512,0,827.88,,,
Samsung,Intel Core 5 (Series 1),Intel,16,LPDDR4X,Integrated,512,0,827.99,,,
Samsung,Intel Core Ultra 7,Intel,16,LPDDR5X,Arc,512,0,827.99,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Radeon,512,0,828,,,
Lenovo,Intel Core i5 (7th Gen),Intel,8,DDR4,Radeon R16M-M1-30,0,1024,829.06,,,
HP,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce GTX 1650,512,0,829.15,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,LPDDR4X,Radeon,512,0,830.28,,,
Lenovo,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce MX250,256,1024,831.64,,,
HP,Intel Core i5 (8th Gen),Intel,8,DDR4,UHD 620,256,0,832.68,,,
ASUS,Intel Core i7 (8th Gen),Intel,8,DDR4,GeForce MX250,256,1024,833.24,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,Integrated,0,1024,833.4,,,
Dell,Intel Core i5 (11th Gen),Intel,16,DDR4,GeForce RTX 3050 Ti,512,0,833.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,Radeon Vega 7,512,0,833.88,,,
Lenovo,Intel Core i5 (13th Gen),Intel,16,LPDDR5,UHD,512,0,833.88,,,
Dell,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,GeForce RTX 3050,512,0,833.88,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce RTX 3050,512,0,833.88,,,
Dell,Intel Core i5 (8th Gen),Intel,8,DDR4,GeForce 940MX,128,1024,833.93,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,GeForce MX450,256,1024,834,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,LPDDR3,UHD 620,512,0,834,,,
Dell,Intel Core i5 (8th Gen),Intel,8,DDR4,UHD 620,0,1024,835.3,,,
Dell,Intel Core i5 (12th Gen),Intel,16,DDR5,GeForce RTX 3050,512,0,836.4,,,
ASUS,Intel Core i5 (9th Gen),Intel,8,DDR4,GeForce GTX 1650,512,0,837.24,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce GTX 1650,256,1024,837.47,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,Radeon,512,0,838.2,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,8,DDR4,Radeon,512,0,838.68,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,LPDDR5,Iris Xe,512,0,838.8,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,LPDDR3,UHD,512,0,838.93,,,
Lenovo,Intel Core i5 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,839.87,,,
MSI,Intel Core i5 (10th Gen),Intel,16,DDR4,GeForce RTX 3060,512,0,839.88,,,
HP,Intel Core i5 (11th Gen),Intel,8,DDR4,GeForce RTX 3050,512,0,839.88,,,
MSI,Intel Core i7 (13th Gen),Intel,16,DDR4,Iris Xe,512,0,839.88,,,
Dell,Intel Core i5 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,839.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,LPDDR4X,Radeon,512,0,839.88,,,
ASUS,Intel Core i5 (13th Gen),Intel,16,DDR4,GeForce RTX 2050,512,0,839.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3050,512,0,839.88,,,
Dell,Intel Core i7 (13th Gen),Intel,16,DDR4,UHD,512,0,839.88,,,
MSI,Intel Core Ultra 7,Intel,16,DDR5,Arc,512,0,839.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 2050,1024,0,839.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 2050,512,0,839.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 2050,512,0,839.88,,,
MSI,Intel Core i5 (7th Gen),Intel,8,DDR4,GeForce GTX 1050,0,1024,839.88,,,
MSI,AMD Quad-Core Ryzen 7,AMD,16,DDR4,Radeon RX 5500M,256,1024,839.88,,,
ASUS,Intel Core i5 (9th Gen),Intel,8,DDR4,Geforce GTX 1650,512,0,839.88,,,
HP,Intel Core i5 (8th Gen),Intel,8,LPDDR3,UHD 620,256,0,839.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,839.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,Radeon,512,0,839.88,,,
Fujitsu,Intel Core i5 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,839.88,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce RTX 3050,512,0,839.88,,,
Dell,Intel Core i5 (13th Gen),Intel,8,LPDDR5,Iris Xe,512,0,839.88,,,
Lenovo,Intel Core i5 (12th Gen),Intel,16,DDR5,GeForce RTX 3050,512,0,839.88,,,
Acer,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce GTX 1650,512,0,839.88,,,
LG,Intel Core i5 (8th Gen),Intel,8,DDR4,UHD 620,256,0,839.88,,,
HP,Intel Core i5 (8th Gen),Intel,8,DDR4,GeForce MX130,0,1024,839.88,,,
Acer,Intel Core i7 (9th Gen),Intel,8,DDR4,GeForce GTX 1650,256,1024,839.88,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Geforce GTX 1650 Ti,256,1024,839.88,,,
HP,Intel Core i7 (7th Gen),Intel,8,DDR4,GeForce 940M,0,1024,839.88,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,LPDDR3,Geforce MX250,512,0,839.88,,,
ASUS,Intel Core i5 (8th Gen),Intel,8,DDR3,UHD 620,256,0,839.88,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Radeon RX Vega 6,512,0,839.88,,,
ASUS,Intel Core i5 (8th Gen),Intel,8,DDR4,GeForce MX150,256,1024,839.88,,,
Lenovo,Intel Core i5 (10th Gen),Intel,8,DDR4,Geforce GTX 1650,512,0,839.88,,,
HP,Intel Core i5 (12th Gen),Intel,16,DDR4,Iris Xe,1024,0,839.99,,,
HP,Intel Core i5 (13th Gen),Intel,16,DDR4,Iris Xe,512,0,839.99,,,
HP,Intel Core i5 (13th Gen),Intel,16,DDR4,Iris Xe,512,0,839.99,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,839.99,,,
ASUS,Intel Core i5 (11th Gen),Intel,8,DDR4,Iris Xe,512,0,839.99,,,
Lenovo,Intel Core i5 (12th Gen),Intel,16,LPDDR5,Iris Xe,512,0,839.99,,,
HP,Intel Core i5 (12th Gen),Intel,8,DDR4,Iris Xe,512,0,839.99,,,
Lenovo,Intel Core i5 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,839.99,,,
HP,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Radeon,512,0,839.99,,,
Acer,Intel Core i5 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,839.99,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,UHD,512,0,840,,,
ASUS,Intel Core i7 (11th Gen),Intel,8,DDR4,Iris Xe,512,0,846,,,
Lenovo,Intel Core i5 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,847.2,,,
Dell,Intel Core i5 (7th Gen),Intel,8,DDR4,GeForce GTX 940MX,0,1024,848.59,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,GeForce GTX 1650,512,0,849.48,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,GeForce RTX 3050,256,1024,849.6,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3050,1024,0,851.88,,,
MSI,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 2050,512,0,851.88,,,
Lenovo,Intel Core i5 (12th Gen),Intel,16,DDR5,GeForce RTX 3050,512,0,851.88,,,
ASUS,Intel Core i5 (13th Gen),Intel,16,DDR4,Iris Xe,1024,0,851.88,,,
MSI,Intel Core i5 (11th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,851.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,851.88,,,
Samsung,Intel Core 5 (Series 1),Intel,8,LPDDR4X,NA,512,0,851.88,,,
HP,Intel Core Ultra 5,Intel,16,DDR5,Arc,512,0,851.88,,,
MSI,Intel Core i7 (11th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,851.88,,,
ASUS,Intel Core i5 (8th Gen),Intel,8,DDR3,UHD 620,512,0,851.88,,,
Lenovo,Intel Core i5 (11th Gen),Intel,16,DDR4,GeForce MX450,512,0,851.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,8,DDR4,GeForce RTX 3050,512,0,851.88,,,
HP,Intel Core i5 (10th Gen),Intel,8,DDR4,UHD,512,0,851.88,,,
HP,AMD Quad-Core Ryzen 7,AMD,8,DDR4,GeForce GTX 1650,256,1024,851.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,LPDDR5,Iris Xe,512,0,851.88,,,
HP,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Radeon,512,0,851.99,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,LPDDR5,GeForce RTX 3050 Ti,512,0,852.47,,,
Lenovo,Intel Core i5 (7th Gen),Intel,8,DDR4,HD 620,0,1024,854.1,,,
MSI,Intel Core i7 (10th Gen),Intel,16,DDR4,GeForce RTX 2060,256,1024,857.1,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,Integrated,512,0,857.39,,,
Acer,Intel Core i5 (11th Gen),Intel,8,LPDDR4X,Iris Xe,512,0,857.76,,,
MSI,Intel Core i7 (11th Gen),Intel,8,DDR4,GeForce GTX 1650 MAX Q,512,0,857.88,,,
Lenovo,Intel Core i5 (13th Gen),Intel,16,DDR4,Integrated,512,0,857.88,,,
Dell,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce MX230,256,1024,860.69,,,
HP,Intel Core i5 (12th Gen),Intel,8,DDR4,Iris Xe,512,0,861.59,,,
Dell,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce GTX 1650,512,0,862.68,,,
